Mod:Item:MetaData, Localized Name
betternether:cincinnasite_slab_half:0, Cincinnasite Slab
betternether:cincinnasite_button, Cincinnasite Button
betternether:cincinnasite_plate, Cincinnasite Plate
betternether:cincinnasite_lantern, Cincinnasite Lantern
betternether:cincinnasite_tile_large, Large Cincinnasite Tile
betternether:cincinnasite_tile_small, Small Cincinnasite Tile
betternether:cincinnasite_carved, Cincinnasite Carved
betternether:nether_brick_tile_large, Large Nether Brick Tile
betternether:nether_brick_tile_small, Small Nether Brick Tile
betternether:cincinnasite_wall, Cincinnasite Wall
betternether:bone_block, Bone Block
betternether:bone_stairs, Bone Stairs
betternether:bone_slab_half:0, Bone Slab
betternether:bone_button, Bone Button
betternether:bone_plate, Bone Pressure Plate
betternether:cincinnasite_fire_bowl, Cincinnasite Fire Bowl
betternether:bone_wall, Bone Wall
betternether:nether_brick_wall, Nether Brick Wall
betternether:nether_brick_tile_slab_half:0, Small Nether Brick Tile Slab
betternether:nether_brick_tile_stairs, Small Nether Brick Tile Stairs
betternether:bone_mushroom, Bone Mushroom Spores
betternether:reeds_ladder, Reeds Ladder
betternether:cincinnasite_bricks_pillar, Cincinnasite Brick Pillar
betternether:bone_tile, Bone Tile
betternether:cincinnasite_pedestal, Cincinnasite Pedestal
betternether:pig_statue_01, Respawner Statue
betternether:cincinnasite_pot, Cincinnasite Pot
betternether:cincinnasite_frame, Cincinnasite Frame
betternether:quartz_glass, Quartz Glass
betternether:quartz_glass_framed, Framed Quartz Glass
betternether:quartz_stained_glass:0, Quartz Stained Glass White
betternether:quartz_stained_glass:1, Quartz Stained Glass Orange
betternether:quartz_stained_glass:2, Quartz Stained Glass Magenta
betternether:quartz_stained_glass:3, Quartz Stained Glass Light Blue
betternether:quartz_stained_glass:4, Quartz Stained Glass Yellow
betternether:quartz_stained_glass:5, Quartz Stained Glass Lime
betternether:quartz_stained_glass:6, Quartz Stained Glass Pink
betternether:quartz_stained_glass:7, Quartz Stained Glass Gray
betternether:quartz_stained_glass:8, Quartz Stained Glass Silver
betternether:quartz_stained_glass:9, Quartz Stained Glass Cyan
betternether:quartz_stained_glass:10, Quartz Stained Glass Purple
betternether:quartz_stained_glass:11, Quartz Stained Glass Blue
betternether:quartz_stained_glass:12, Quartz Stained Glass Brown
betternether:quartz_stained_glass:13, Quartz Stained Glass Green
betternether:quartz_stained_glass:14, Quartz Stained Glass Red
betternether:quartz_stained_glass:15, Quartz Stained Glass Black
betternether:cincinnasite_bars, Cincinnasite Bars
betternether:quartz_glass_pane, Quartz Glass Pane
betternether:quartz_glass_framed_pane, Framed Quartz Glass Pane
betternether:cincinnasite_forge, Cincinnasite Forge
betternether:netherrack_furnace, Netherrack Furnace
betternether:bone_reed_door, Bone-Reed Door
betternether:bone_cincinnasite_door, Bone-Cincinnasite Door
betternether:quartz_stained_glass_framed:0, Framed Quartz Stained Glass White
betternether:quartz_stained_glass_framed:1, Framed Quartz Stained Glass Orange
betternether:quartz_stained_glass_framed:2, Framed Quartz Stained Glass Magenta
betternether:quartz_stained_glass_framed:3, Framed Quartz Stained Glass Light Blue
betternether:quartz_stained_glass_framed:4, Framed Quartz Stained Glass Yellow
betternether:quartz_stained_glass_framed:5, Framed Quartz Stained Glass Lime
betternether:quartz_stained_glass_framed:6, Framed Quartz Stained Glass Pink
betternether:quartz_stained_glass_framed:7, Framed Quartz Stained Glass Gray
betternether:quartz_stained_glass_framed:8, Framed Quartz Stained Glass Silver
betternether:quartz_stained_glass_framed:9, Framed Quartz Stained Glass Cyan
betternether:quartz_stained_glass_framed:10, Framed Quartz Stained Glass Purple
betternether:quartz_stained_glass_framed:11, Framed Quartz Stained Glass Blue
betternether:quartz_stained_glass_framed:12, Framed Quartz Stained Glass Brown
betternether:quartz_stained_glass_framed:13, Framed Quartz Stained Glass Green
betternether:quartz_stained_glass_framed:14, Framed Quartz Stained Glass Red
betternether:quartz_stained_glass_framed:15, Framed Quartz Stained Glass Black
betternether:chest_of_drawers, tile.chest_of_drawers.name
betternether:black_apple, Black Apple
betternether:cincinnasite, Cincinnasite
betternether:cincinnasite_pickaxe, Cincinnasite Pickaxe
betternether:cincinnasite_pickaxe_diamond, Cincinnasite-Diamond Pickaxe
betternether:stalagnate_bowl, Stalagnate Bowl
betternether:stalagnate_bowl_wart, Wart Soup
betternether:stalagnate_bowl_mushroom, Mushroom Stew
betternether:stalagnate_bowl_apple, Black Apple
betternether:cincinnasite_axe, Cincinnasite Axe
betternether:cincinnasite_axe_diamond, Cincinnasite-Diamond Axe
bewitchment:blessed_stone, Blessed Stone
bewitchment:block_of_amethyst, Block of Amethyst
bewitchment:block_of_garnet, Block of Garnet
bewitchment:block_of_opal, Block of Opal
bewitchment:block_of_silver, Block of Silver
bewitchment:block_of_silver_symbol, Block of Silver
bewitchment:block_of_silver_bevel, Block of Silver
bewitchment:block_of_silver_sun, Block of Silver
bewitchment:block_of_silver_moon, Block of Silver
bewitchment:block_of_silver_cup, Block of Silver
bewitchment:block_of_silver_pentacle, Block of Silver
bewitchment:block_of_silver_sword, Block of Silver
bewitchment:block_of_silver_wand, Block of Silver
bewitchment:block_of_silver_pentagram, Block of Silver
bewitchment:block_of_silver_old, Block of Silver
bewitchment:block_of_cold_iron, Block of Cold Iron
bewitchment:block_of_cold_iron_symbol, Block of Cold Iron
bewitchment:block_of_cold_iron_bevel, Block of Cold Iron
bewitchment:block_of_cold_iron_sun, Block of Cold Iron
bewitchment:block_of_cold_iron_moon, Block of Cold Iron
bewitchment:block_of_cold_iron_cup, Block of Cold Iron
bewitchment:block_of_cold_iron_pentacle, Block of Cold Iron
bewitchment:block_of_cold_iron_sword, Block of Cold Iron
bewitchment:block_of_cold_iron_wand, Block of Cold Iron
bewitchment:block_of_cold_iron_pentagram, Block of Cold Iron
bewitchment:block_of_salt, Block of Salt
bewitchment:amethyst_ore, Amethyst Ore
bewitchment:garnet_ore, Garnet Ore
bewitchment:opal_ore, Opal Ore
bewitchment:silver_ore, Silver Ore
bewitchment:salt_ore, Salt Ore
bewitchment:purifying_earth, Purifying Earth
bewitchment:coquina, Coquina
bewitchment:coquina_smooth, Coquina
bewitchment:coquina_shell, Coquina
bewitchment:coquina_bricks, Coquina Bricks
bewitchment:chiseled_coquina, Chiseled Coquina
bewitchment:nethersteel, Nethersteel
bewitchment:nethersteel_symbol, Nethersteel
bewitchment:nethersteel_bevel, Nethersteel
bewitchment:nethersteel_polished, Nethersteel
bewitchment:nethersteel_sentient, Nethersteel
bewitchment:nethersteel_pentacle, Nethersteel
bewitchment:nethersteel_pentagram, Nethersteel
bewitchment:nethersteel_skull, Nethersteel
bewitchment:nethersteel_eye, Nethersteel
bewitchment:nethersteel_watching_eye, Nethersteel
bewitchment:nethersteel_hellish, Nethersteel
bewitchment:nethersteel_watching_hellish, Nethersteel
bewitchment:perpetual_ice, Perpetual Ice
bewitchment:perpetual_ice_stairs, Perpetual Ice Stairs
bewitchment:perpetual_ice_slab:0, Perpetual Ice Slab
bewitchment:perpetual_ice_fence, Perpetual Ice Fence
bewitchment:embittered_bricks, Embittered Bricks
bewitchment:cracked_embittered_bricks, Cracked Embittered Bricks
bewitchment:chiseled_embittered_bricks, Chiseled Embittered Bricks
bewitchment:embittered_brick_stairs, Embittered Brick Stairs
bewitchment:embittered_bricks_slab:0, Embittered Bricks Slab
bewitchment:embittered_brick_fence, Embittered Brick Fence
bewitchment:scorned_bricks, Scorned Bricks
bewitchment:scorned_bricks_symbol, Scorned Bricks
bewitchment:scorned_bricks_bevel, Scorned Bricks
bewitchment:scorned_bricks_hellish, Scorned Bricks
bewitchment:scorned_bricks_raw, Scorned Bricks
bewitchment:scorned_bricks_raw_cracked, Scorned Bricks
bewitchment:scorned_bricks_small, Scorned Bricks
bewitchment:scorned_bricks_soft, Scorned Bricks
bewitchment:scorned_bricks_small_tiles, Scorned Bricks
bewitchment:scorned_bricks_medium_tiles, Scorned Bricks
bewitchment:scorned_bricks_triple, Scorned Bricks
bewitchment:scorned_bricks_braid, Scorned Bricks
bewitchment:scorned_bricks_layers, Scorned Bricks
bewitchment:scorned_bricks_road, Scorned Bricks
bewitchment:scorned_bricks_ornate, Scorned Bricks
bewitchment:scorned_bricks_panel, Scorned Bricks
bewitchment:scorned_bricks_prism, Scorned Bricks
bewitchment:scorned_bricks_slanted, Scorned Bricks
bewitchment:cracked_scorned_bricks, Cracked Scorned Bricks
bewitchment:chiseled_scorned_bricks, Chiseled Scorned Bricks
bewitchment:scorned_brick_stairs, Scorned Brick Stairs
bewitchment:scorned_bricks_slab:0, Scorned Bricks Slab
bewitchment:scorned_brick_fence, Scorned Brick Fence
bewitchment:mossy_scorned_bricks, Mossy Scorned Bricks
bewitchment:crying_scorned_bricks, Warped Scorned Bricks
bewitchment:despair_bricks, Despair Bricks
bewitchment:ochre_despair_bricks, Ochre Despair Bricks
bewitchment:nethersteel_fence, Nethersteel Fence
bewitchment:coquina_fence, Coquina Fence
bewitchment:mossy_scorned_brick_fence, Mossy Scorned Brick Fence
bewitchment:crying_scorned_brick_fence, Warped Scorned Brick Fence
bewitchment:despair_brick_fence, Despair Brick Fence
bewitchment:ochre_despair_brick_fence, Ochre Despair Brick Fence
bewitchment:alchemists_carpet, Alchemist Carpet
bewitchment:hedgewitches_carpet, Hedgewitch Carpet
bewitchment:besmirched_carpet, Besmirched Carpet
bewitchment:mossy_scorned_brick_stairs, Mossy Scorned Brick Stairs
bewitchment:crying_scorned_brick_stairs, Warped Scorned Brick Stairs
bewitchment:despair_brick_stairs, Despair Brick Stairs
bewitchment:ochre_despair_brick_stairs, Ochre Despair Brick Stairs
bewitchment:nethersteel_stairs, Nethersteel Stairs
bewitchment:coquina_stairs, Coquina Stairs
bewitchment:coquina_slab:0, Coquina Slab
bewitchment:nethersteel_slab:0, Nethersteel Slab
bewitchment:mossy_scorned_brick_slab:0, Mossy Scorned Brick Slab
bewitchment:crying_scorned_brick_slab:0, Warped Scorned Brick Slab
bewitchment:despair_brick_slab:0, Despair Brick Slab
bewitchment:ochre_despair_brick_slab:0, Ochre Despair Brick Slab
bewitchment:coquina_wall, Coquina Wall
bewitchment:scorned_brick_wall, Scorned Brick Wall
bewitchment:despair_brick_wall, Despair Brick Wall
bewitchment:ochre_despair_brick_wall, Ochre Despair Brick Wall
bewitchment:embittered_brick_wall, Embittered Brick Wall
bewitchment:mossy_scorned_brick_wall, Mossy Scorned Brick Wall
bewitchment:crying_scorned_brick_wall, Warped Scorned Brick Wall
bewitchment:nethersteel_wall, Nethersteel Wall
bewitchment:greenwitch_fleece, Hedgewitch Fleece
bewitchment:besmirched_fleece, Besmirched Fleece
bewitchment:alchemists_fleece, Alchemist Fleece
bewitchment:dragons_blood_resin_block, Block of Dragon's Blood Resin
bewitchment:goblet, Goblet
bewitchment:filled_goblet, Filled Goblet
bewitchment:white_candle, White Candle
bewitchment:orange_candle, Orange Candle
bewitchment:magenta_candle, Magenta Candle
bewitchment:light_blue_candle, Light Blue Candle
bewitchment:yellow_candle, Yellow Candle
bewitchment:lime_candle, Lime Candle
bewitchment:pink_candle, Pink Candle
bewitchment:gray_candle, Gray Candle
bewitchment:light_gray_candle, Light Gray Candle
bewitchment:cyan_candle, Cyan Candle
bewitchment:purple_candle, Purple Candle
bewitchment:blue_candle, Blue Candle
bewitchment:brown_candle, Brown Candle
bewitchment:green_candle, Green Candle
bewitchment:red_candle, Red Candle
bewitchment:black_candle, Black Candle
bewitchment:embergrass, Embergrass
bewitchment:torchwood, Torchwood
bewitchment:spanish_moss, Spanish Moss
bewitchment:blue_ink_cap, Blue Ink Cap
bewitchment:frostflower, Frost Flower
bewitchment:flower_siphoning_allium, Allium?
bewitchment:flower_siphoning_blue_orchid, Blue Orchid?
bewitchment:flower_siphoning_dandelion, Dandelion?
bewitchment:flower_siphoning_azure_bluet, Azure Bluet?
bewitchment:flower_siphoning_oxeye_daisy, Oxeye Daisy?
bewitchment:flower_siphoning_tulip_orange, Orange Tulip?
bewitchment:flower_siphoning_tulip_pink, Pink Tulip?
bewitchment:flower_siphoning_tulip_red, Red Tulip?
bewitchment:flower_siphoning_tulip_white, White Tulip?
bewitchment:flower_siphoning_poppy, Poppy?
bewitchment:candelabra_gold, Golden Candelabra
bewitchment:candelabra_iron, Iron Candelabra
bewitchment:candelabra_silver, Silver Candelabra
bewitchment:goddess_statue, Goddess Statue
bewitchment:cypress_sapling, Cypress Sapling
bewitchment:elder_sapling, Elder Sapling
bewitchment:juniper_sapling, Juniper Sapling
bewitchment:dragons_blood_sapling, Dragons Blood Sapling
bewitchment:cypress_wood, Cypress Wood
bewitchment:elder_wood, Elder Wood
bewitchment:juniper_wood, Juniper Wood
bewitchment:dragons_blood_wood, Dragons Blood Wood
bewitchment:cypress_planks, Cypress Planks
bewitchment:elder_planks, Elder Planks
bewitchment:juniper_planks, Juniper Planks
bewitchment:dragons_blood_planks, Dragons Blood Planks
bewitchment:cypress_leaves, Cypress Leaves
bewitchment:elder_leaves, Elder Leaves
bewitchment:juniper_leaves, Juniper Leaves
bewitchment:dragons_blood_leaves, Dragons Blood Leaves
bewitchment:juniper_chest, Juniper Chest
bewitchment:dragons_blood_chest, Dragon's Blood Chest
bewitchment:cypress_wood_stairs, Cypress Wood Stairs
bewitchment:elder_wood_stairs, Elder Wood Stairs
bewitchment:juniper_wood_stairs, Juniper Wood Stairs
bewitchment:dragons_blood_stairs, Dragon's Blood Stairs
bewitchment:cypress_wood_slab:0, Cypress Wood Slab
bewitchment:elder_wood_slab:0, Elder Wood Slab
bewitchment:juniper_wood_slab:0, Juniper Wood Slab
bewitchment:dragons_blood_slab:0, Dragon's Blood Slab
bewitchment:cypress_trapdoor, Cypress Trapdoor
bewitchment:elder_trapdoor, Elder Trapdoor
bewitchment:juniper_trapdoor, Juniper Trapdoor
bewitchment:dragons_blood_trapdoor, Dragon's Blood Trapdoor
bewitchment:cypress_fence_gate, Cypress Fence Gate
bewitchment:elder_fence_gate, Elder Fence Gate
bewitchment:juniper_fence_gate, Juniper Fence Gate
bewitchment:dragons_blood_fence_gate, Dragon's Blood Fence Gate
bewitchment:cypress_fence, Cypress Fence
bewitchment:elder_fence, Elder Fence
bewitchment:juniper_fence, Juniper Fence
bewitchment:dragons_blood_fence, Dragon's Blood Fence
bewitchment:cypress_pressure_plate, Cypress Pressure Plate
bewitchment:elder_pressure_plate, Elder Pressure Plate
bewitchment:juniper_pressure_plate, Juniper Pressure Plate
bewitchment:dragons_blood_pressure_plate, Dragon's Blood Pressure Plate
bewitchment:cypress_button, Cypress Button
bewitchment:elder_button, Elder Button
bewitchment:juniper_button, Juniper Button
bewitchment:dragons_blood_button, Dragon's Blood Button
bewitchment:stone_witches_altar, Stone Witches' Altar
bewitchment:nether_brick_witches_altar, Nether Brick Witches' Altar
bewitchment:obsidian_witches_altar, Obsidian Witches' Altar
bewitchment:coquina_witches_altar, Coquina Witches' Altar
bewitchment:embittered_brick_witches_altar, Embittered Brick Witches' Altar
bewitchment:scorned_brick_witches_altar, Scorned Brick Witches' Altar
bewitchment:witches_cauldron, Witches' Cauldron
bewitchment:witches_oven, Witches' Oven
bewitchment:distillery, Distillery
bewitchment:spinning_wheel, Spinning Wheel
bewitchment:crystal_ball, Crystal Ball
bewitchment:brazier, Brazier
bewitchment:sigil_table, Sigil Table
bewitchment:poppet_shelf_oak, Oak Poppet Shelf
bewitchment:poppet_shelf_spruce, Spruce Poppet Shelf
bewitchment:poppet_shelf_dark_oak, Dark Oak Poppet Shelf
bewitchment:poppet_shelf_jungle, Jungle Poppet Shelf
bewitchment:poppet_shelf_birch, Birch Poppet Shelf
bewitchment:poppet_shelf_acacia, Acacia Poppet Shelf
bewitchment:poppet_shelf_juniper, Juniper Poppet Shelf
bewitchment:poppet_shelf_cypress, Cypress Poppet Shelf
bewitchment:poppet_shelf_elder, Elder Poppet Shelf
bewitchment:poppet_shelf_dragons_blood, Dragon's Blood Poppet Shelf
bewitchment:stone_leonard_statue, Stone Leonard Statue
bewitchment:nether_brick_leonard_statue, Nether Brick Leonard Statue
bewitchment:scorned_brick_leonard_statue, Scorned Brick Leonard Statue
bewitchment:gold_leonard_statue, Gold Leonard Statue
bewitchment:stone_lilith_statue, Stone Lilith Statue
bewitchment:nether_brick_lilith_statue, Nether Brick Lilith Statue
bewitchment:scorned_brick_lilith_statue, Scorned Brick Lilith Statue
bewitchment:gold_lilith_statue, Gold Lilith Statue
bewitchment:stone_baphomet_statue, Stone Baphomet Statue
bewitchment:nether_brick_baphomet_statue, Nether Brick Baphomet Statue
bewitchment:scorned_brick_baphomet_statue, Scorned Brick Baphomet Statue
bewitchment:gold_baphomet_statue, Gold Baphomet Statue
bewitchment:stone_herne_statue, Stone Herne Statue
bewitchment:nether_brick_herne_statue, Nether Brick Herne Statue
bewitchment:scorned_brick_herne_statue, Scorned Brick Herne Statue
bewitchment:gold_herne_statue, Gold Herne Statue
bewitchment:stone_moloch_statue, Stone Moloch Statue
bewitchment:nether_brick_moloch_statue, Nether Brick Moloch Statue
bewitchment:scorned_brick_moloch_statue, Scorned Brick Moloch Statue
bewitchment:gold_moloch_statue, Gold Moloch Statue
bewitchment:stone_leonard_idol, Stone Leonard Idol
bewitchment:nether_brick_leonard_idol, Nether Brick Leonard Idol
bewitchment:scorned_brick_leonard_idol, Scorned Brick Leonard Idol
bewitchment:gold_leonard_idol, Gold Leonard Idol
bewitchment:stone_herne_idol, Stone Herne Idol
bewitchment:nether_brick_herne_idol, Nether Brick Herne Idol
bewitchment:scorned_brick_herne_idol, Scorned Brick Herne Idol
bewitchment:gold_herne_idol, Gold Herne Idol
bewitchment:stone_baphomet_idol, Stone Baphomet Idol
bewitchment:nether_brick_baphomet_idol, Nether Brick Baphomet Idol
bewitchment:scorned_brick_baphomet_idol, Scorned Brick Baphomet Idol
bewitchment:gold_baphomet_idol, Gold Baphomet Idol
bewitchment:stone_lilith_idol, Stone Lilith Idol
bewitchment:nether_brick_lilith_idol, Nether Brick Lilith Idol
bewitchment:scorned_brick_lilith_idol, Scorned Brick Lilith Idol
bewitchment:gold_lilith_idol, Gold Lilith Idol
bewitchment:stone_moloch_idol, Stone Moloch Idol
bewitchment:nether_brick_moloch_idol, Nether Brick Moloch Idol
bewitchment:scorned_brick_moloch_idol, Scorned Brick Moloch Idol
bewitchment:gold_moloch_idol, Gold Moloch Idol
bloodarsenal:bloodarsenal.molten_blood_infused_iron, Molten Blood Infused Iron
buildersbag:builders_bag_tier_one, Beginner Builder's Bag
buildersbag:builders_bag_tier_two, Regular Builder's Bag
buildersbag:builders_bag_tier_three, Advanced Builder's Bag
